Empcode,Name,Department,DOJ,P,WO,H,L,Ab,DP,OT1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
EMP021,Harish Mehta,LINE 9,25-Mar-20,13,5,2,1,4,5,0,DP,P,P,Ab,WO,P,P,Ab,Ab,P,P,WO,WO,P,DP,H,P,P,WO,H,DP,P,L,DP,DP,WO,P,Ab,P,P,
EMP021,Harish Mehta,LINE 9,25-Mar-20,16,6,2,2,1,4,0,L,P,WO,P,P,H,P,P,P,WO,P,DP,P,P,P,P,WO,P,DP,P,P,WO,DP,WO,Ab,DP,P,H,L,P,WO
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,12,7,0,3,5,3,1,WO,DP,P,Ab,WO,DP,WO,WO,L,P,P,P,DP,P,WO,L,P,Ab,Ab,P,Ab,WO,P,OT1,P,P,L,P,WO,P,Ab
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,10,5,2,5,5,1,0,Ab,P,Ab,L,WO,P,P,Ab,L,DP,P,WO,P,Ab,H,Ab,L,L,WO,WO,P,P,P,L,H,WO,P,P,,,
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,16,6,1,5,2,1,0,P,P,P,L,WO,P,P,P,P,P,P,WO,P,DP,Ab,L,Ab,WO,WO,L,P,P,H,P,WO,WO,L,L,P,P,P
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,13,6,2,0,5,3,1,Ab,WO,DP,Ab,P,DP,Ab,P,WO,P,Ab,OT1,P,H,P,WO,P,P,P,P,P,DP,WO,P,H,P,Ab,P,WO,WO,
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,18,7,1,1,3,0,1,P,H,P,Ab,L,P,WO,P,P,Ab,P,OT1,P,WO,WO,P,P,P,P,P,WO,P,Ab,P,WO,P,P,WO,P,P,WO
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,16,5,4,0,1,3,1,WO,H,H,WO,H,P,P,P,P,P,WO,Ab,OT1,DP,DP,P,H,WO,P,P,P,P,P,P,WO,DP,P,P,P,P,
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,13,6,1,2,7,1,1,DP,WO,Ab,P,P,P,P,P,WO,P,P,Ab,Ab,H,Ab,WO,P,Ab,P,L,P,P,WO,Ab,P,OT1,L,P,Ab,WO,WO
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,18,4,2,1,5,0,1,L,P,P,P,P,WO,P,H,P,OT1,Ab,P,WO,P,H,P,P,Ab,Ab,WO,P,P,Ab,P,P,P,WO,P,Ab,P,P
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,12,9,0,1,3,4,1,OT1,P,WO,P,P,P,L,WO,Ab,WO,P,WO,WO,P,P,DP,WO,Ab,P,P,Ab,WO,P,WO,DP,P,P,DP,WO,DP,
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,16,6,2,2,2,3,0,WO,P,H,H,DP,P,P,WO,P,P,P,P,P,DP,WO,P,P,P,DP,Ab,P,WO,Ab,P,L,P,L,WO,WO,P,P
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,18,7,0,3,2,0,0,P,L,P,WO,WO,P,WO,Ab,P,P,Ab,WO,P,P,P,L,L,P,WO,P,P,P,P,P,P,WO,WO,P,P,P,
EMP022,Sanjay Sharma,LINE 4,07-Mar-19,21,7,0,0,3,0,0,P,P,WO,P,Ab,P,P,P,Ab,WO,Ab,P,P,P,P,P,WO,P,P,P,WO,P,P,WO,P,P,P,P,WO,P,WO
EMP023,Sanjay Das,LINE 5,16-May-19,17,7,1,0,4,2,0,WO,P,P,P,Ab,P,P,WO,P,WO,P,P,DP,Ab,WO,P,P,H,P,Ab,P,WO,P,P,P,P,P,WO,WO,Ab,DP
EMP023,Sanjay Das,LINE 5,16-May-19,18,6,0,1,1,0,2,P,P,P,OT1,WO,P,WO,WO,P,P,P,WO,P,P,P,OT1,Ab,P,WO,P,P,P,P,L,P,WO,P,P,,,
EMP023,Sanjay Das,LINE 5,16-May-19,18,5,3,0,3,1,1,P,P,P,P,WO,H,DP,P,Ab,P,P,WO,P,Ab,P,P,P,H,WO,OT1,Ab,H,P,P,P,WO,P,P,P,P,WO
EMP023,Sanjay Das,LINE 5,16-May-19,17,7,1,1,3,1,0,L,WO,P,H,P,P,P,P,WO,Ab,P,P,P,DP,P,WO,WO,P,P,P,P,P,WO,P,Ab,P,P,Ab,WO,WO,
EMP023,Sanjay Das,LINE 5,16-May-19,15,6,3,2,3,1,1,P,P,H,DP,Ab,WO,WO,H,L,L,Ab,P,P,WO,H,WO,P,P,P,P,WO,P,OT1,P,P,P,P,WO,Ab,P,P
EMP023,Sanjay Das,LINE 5,16-May-19,18,6,1,1,4,0,0,L,Ab,P,WO,P,P,P,P,P,P,WO,P,P,P,Ab,P,P,WO,WO,P,WO,H,Ab,P,WO,P,Ab,P,P,P,
EMP023,Sanjay Das,LINE 5,16-May-19,17,5,1,4,3,1,0,L,WO,DP,L,P,P,P,Ab,WO,Ab,P,P,P,P,H,WO,P,P,P,P,Ab,P,WO,P,L,P,L,P,P,WO,P
EMP023,Sanjay Das,LINE 5,16-May-19,16,6,0,6,1,1,1,P,L,P,WO,P,WO,L,P,P,L,P,P,WO,P,Ab,L,P,P,P,WO,P,L,DP,P,P,OT1,WO,P,P,L,WO
EMP023,Sanjay Das,LINE 5,16-May-19,14,8,3,1,4,0,0,P,Ab,WO,P,P,H,WO,P,P,WO,P,WO,P,P,H,Ab,WO,P,P,P,Ab,H,P,WO,P,P,L,WO,WO,Ab,
EMP023,Sanjay Das,LINE 5,16-May-19,17,5,3,4,0,0,2,WO,L,P,P,P,P,P,WO,H,H,P,OT1,P,P,WO,P,P,L,P,P,L,WO,P,P,L,H,OT1,P,WO,P,P
EMP023,Sanjay Das,LINE 5,16-May-19,16,6,3,2,1,0,2,P,P,P,WO,WO,P,P,H,P,OT1,L,WO,OT1,P,Ab,P,P,P,WO,P,P,L,H,WO,H,WO,P,P,P,P,
EMP023,Sanjay Das,LINE 5,16-May-19,18,5,2,3,1,1,1,L,P,WO,P,H,L,P,P,Ab,WO,P,P,P,P,P,P,WO,P,P,P,P,P,DP,WO,P,OT1,L,P,P,H,WO
EMP024,Pooja Shah,LINE 4,04-Sep-22,17,5,2,1,3,2,1,WO,P,H,Ab,P,P,P,WO,H,DP,P,DP,P,P,WO,P,P,P,P,P,OT1,WO,P,P,L,P,P,P,WO,Ab,Ab
EMP024,Pooja Shah,LINE 4,04-Sep-22,15,5,1,4,3,0,0,P,L,P,P,WO,P,Ab,P,P,P,Ab,WO,L,P,H,P,L,P,WO,P,P,P,Ab,P,L,WO,WO,P,,,
EMP024,Pooja Shah,LINE 4,04-Sep-22,18,4,3,1,3,2,0,P,P,P,DP,WO,Ab,H,P,Ab,H,P,WO,L,H,P,P,P,P,WO,P,P,P,P,P,P,WO,Ab,P,DP,P,P
EMP024,Pooja Shah,LINE 4,04-Sep-22,19,5,1,2,3,0,0,L,WO,P,H,Ab,P,L,P,WO,P,P,Ab,P,P,P,WO,Ab,P,P,P,P,P,WO,P,P,P,P,P,P,WO,
EMP024,Pooja Shah,LINE 4,04-Sep-22,22,4,0,3,1,1,0,P,P,P,P,P,P,WO,P,P,P,L,P,P,WO,L,P,P,L,P,P,WO,P,P,P,P,P,P,WO,Ab,P,DP
EMP024,Pooja Shah,LINE 4,04-Sep-22,17,5,0,3,1,2,2,WO,P,P,WO,L,P,P,P,P,P,WO,DP,P,OT1,L,P,P,WO,Ab,P,P,P,L,P,WO,OT1,P,DP,P,P,
EMP024,Pooja Shah,LINE 4,04-Sep-22,20,6,1,1,1,1,1,Ab,WO,P,P,P,P,P,P,WO,H,P,P,P,P,P,WO,P,P,P,P,DP,P,WO,WO,P,P,L,P,P,WO,OT1
EMP024,Pooja Shah,LINE 4,04-Sep-22,15,8,1,4,3,0,0,P,P,P,P,WO,WO,P,P,P,Ab,WO,P,WO,Ab,H,L,P,L,P,WO,P,P,Ab,WO,WO,P,WO,L,L,P,P
EMP024,Pooja Shah,LINE 4,04-Sep-22,17,5,2,2,3,1,0,L,WO,WO,P,P,DP,P,P,P,WO,P,Ab,P,P,P,P,WO,H,P,P,P,P,Ab,WO,H,P,P,L,P,Ab,
EMP024,Pooja Shah,LINE 4,04-Sep-22,18,9,0,1,0,2,1,WO,P,P,P,WO,P,WO,WO,P,P,P,P,P,P,WO,P,P,L,P,WO,OT1,WO,WO,P,P,P,P,DP,WO,P,DP
EMP024,Pooja Shah,LINE 4,04-Sep-22,19,5,1,1,1,1,2,P,DP,P,OT1,WO,P,WO,P,P,L,Ab,WO,P,P,P,P,P,P,WO,P,P,P,H,OT1,P,WO,P,P,P,P,
EMP024,Pooja Shah,LINE 4,04-Sep-22,20,5,0,4,1,1,0,P,P,WO,P,L,P,P,P,P,WO,P,P,P,P,P,L,WO,DP,L,P,L,P,P,WO,P,P,P,P,Ab,P,WO
EMP025,Radha Das,LINE 8,20-Oct-19,18,7,0,3,2,1,0,WO,P,Ab,P,P,P,P,WO,WO,P,P,P,P,L,WO,P,P,WO,P,P,L,WO,Ab,P,P,DP,L,P,WO,P,P
EMP025,Radha Das,LINE 8,20-Oct-19,17,4,1,4,1,1,0,P,P,P,L,WO,P,P,P,P,P,H,WO,P,P,L,P,P,P,WO,DP,L,P,Ab,L,P,WO,P,P,,,
EMP025,Radha Das,LINE 8,20-Oct-19,17,7,0,2,3,1,1,P,P,P,WO,WO,P,P,Ab,Ab,P,P,WO,P,Ab,L,P,WO,WO,WO,OT1,P,P,P,DP,P,WO,P,P,P,L,P
EMP025,Radha Das,LINE 8,20-Oct-19,20,5,2,1,0,1,1,P,WO,P,P,P,P,P,H,WO,DP,P,H,P,P,OT1,WO,P,P,P,P,P,P,WO,P,L,P,P,P,P,WO,
EMP025,Radha Das,LINE 8,20-Oct-19,11,6,1,3,6,2,2,Ab,H,P,P,P,P,WO,Ab,Ab,P,WO,P,L,WO,P,DP,P,P,L,WO,WO,DP,OT1,OT1,Ab,Ab,P,WO,P,Ab,L
EMP025,Radha Das,LINE 8,20-Oct-19,17,5,0,3,3,1,1,P,P,P,WO,P,OT1,P,P,P,P,WO,P,L,P,P,L,Ab,WO,Ab,DP,Ab,P,P,P,WO,WO,P,P,L,P,
EMP025,Radha Das,LINE 8,20-Oct-19,20,6,1,0,3,1,0,P,WO,P,P,P,P,WO,H,WO,P,P,P,Ab,P,P,WO,P,P,Ab,P,P,Ab,WO,P,DP,P,P,P,P,WO,P
EMP025,Radha Das,LINE 8,20-Oct-19,23,4,0,2,2,0,0,P,P,P,P,P,WO,P,P,L,P,P,P,WO,P,P,P,P,Ab,P,WO,P,L,Ab,P,P,P,WO,P,P,P,P
EMP025,Radha Das,LINE 8,20-Oct-19,13,6,3,5,1,0,2,L,WO,WO,P,H,OT1,OT1,L,H,WO,Ab,P,P,L,L,P,WO,P,P,WO,P,P,L,WO,P,P,P,H,P,P,
EMP025,Radha Das,LINE 8,20-Oct-19,15,7,1,6,1,1,0,WO,L,L,H,P,L,P,WO,P,L,WO,P,P,P,WO,P,P,P,DP,P,L,WO,Ab,P,P,WO,P,L,WO,P,P
EMP025,Radha Das,LINE 8,20-Oct-19,19,5,0,1,3,1,1,P,L,Ab,P,WO,DP,P,P,P,P,Ab,WO,OT1,P,P,P,P,P,WO,P,P,Ab,P,P,P,WO,P,WO,P,P,
EMP025,Radha Das,LINE 8,20-Oct-19,19,6,1,0,2,3,0,P,DP,WO,P,P,WO,P,P,P,WO,P,Ab,P,P,P,P,WO,P,P,DP,Ab,P,P,WO,P,H,P,P,DP,P,WO
EMP026,Kiran Gupta,LINE 4,23-Feb-22,15,6,4,2,4,0,0,WO,P,WO,P,P,P,P,WO,P,L,P,Ab,Ab,P,WO,P,H,P,Ab,P,H,WO,H,P,P,L,P,P,WO,Ab,H
EMP026,Kiran Gupta,LINE 4,23-Feb-22,15,5,1,1,3,1,2,P,Ab,P,P,WO,P,DP,P,Ab,P,P,WO,P,Ab,WO,H,P,P,WO,OT1,P,OT1,P,P,L,WO,P,P,,,
EMP026,Kiran Gupta,LINE 4,23-Feb-22,18,5,3,1,3,1,0,P,P,P,P,WO,WO,H,P,H,Ab,P,WO,P,P,Ab,P,H,P,WO,P,P,P,DP,P,L,WO,Ab,P,P,P,P
EMP026,Kiran Gupta,LINE 4,23-Feb-22,14,8,1,4,3,0,0,P,WO,P,P,L,WO,P,P,WO,P,P,WO,P,WO,Ab,WO,L,P,H,Ab,P,P,WO,P,P,L,L,Ab,P,WO,
EMP026,Kiran Gupta,LINE 4,23-Feb-22,21,5,0,1,2,1,1,P,P,P,OT1,P,P,WO,WO,P,Ab,L,Ab,P,WO,P,P,P,P,P,P,WO,P,P,DP,P,P,P,WO,P,P,P
EMP026,Kiran Gupta,LINE 4,23-Feb-22,15,7,0,1,2,1,4,P,P,P,WO,L,P,P,P,P,P,WO,P,OT1,P,P,OT1,Ab,WO,P,DP,P,OT1,WO,WO,WO,OT1,WO,P,P,Ab,
EMP026,Kiran Gupta,LINE 4,23-Feb-22,20,5,1,1,3,0,1,P,WO,Ab,P,P,P,P,P,WO,P,P,P,OT1,P,P,WO,Ab,P,H,L,P,P,WO,P,P,P,P,P,Ab,WO,P
EMP026,Kiran Gupta,LINE 4,23-Feb-22,17,6,2,1,3,1,1,DP,H,P,P,P,WO,L,P,OT1,P,P,P,WO,Ab,P,P,P,Ab,WO,WO,P,WO,H,P,P,P,WO,P,P,Ab,P
EMP026,Kiran Gupta,LINE 4,23-Feb-22,20,4,2,1,1,1,1,P,P,WO,P,P,P,P,Ab,DP,WO,P,P,H,P,H,P,WO,P,P,P,P,P,P,WO,L,P,OT1,P,P,P,
EMP026,Kiran Gupta,LINE 4,23-Feb-22,17,5,3,4,2,0,0,WO,P,H,L,L,L,P,WO,P,Ab,L,Ab,P,P,WO,H,P,P,P,P,P,WO,P,P,P,P,P,P,WO,P,H
EMP026,Kiran Gupta,LINE 4,23-Feb-22,15,7,2,0,4,1,1,P,Ab,DP,OT1,WO,P,P,P,P,P,P,WO,Ab,P,P,P,P,P,WO,Ab,H,P,P,WO,WO,WO,WO,Ab,H,P,
EMP026,Kiran Gupta,LINE 4,23-Feb-22,16,8,0,3,3,1,0,P,L,WO,P,WO,WO,P,P,P,WO,WO,P,P,DP,Ab,P,WO,L,P,Ab,P,P,Ab,WO,P,P,P,L,P,P,WO
EMP027,Arun Mehta,LINE 10,27-May-21,14,8,3,2,1,2,1,WO,DP,WO,P,P,P,Ab,WO,H,P,P,L,P,P,WO,H,DP,P,P,OT1,L,WO,P,P,WO,P,WO,H,WO,P,P
EMP027,Arun Mehta,LINE 10,27-May-21,17,5,1,2,2,1,0,H,P,P,DP,WO,P,L,P,P,P,L,WO,P,Ab,P,P,P,Ab,WO,P,P,P,P,P,P,WO,P,WO,,,
EMP027,Arun Mehta,LINE 10,27-May-21,17,5,0,3,1,2,3,P,P,L,P,WO,P,OT1,P,P,P,P,WO,OT1,L,DP,P,P,P,WO,P,Ab,OT1,L,DP,WO,WO,P,P,P,P,P
EMP027,Arun Mehta,LINE 10,27-May-21,14,8,1,3,2,1,1,P,WO,WO,H,Ab,P,P,Ab,WO,P,WO,L,P,P,WO,WO,P,P,P,OT1,DP,L,WO,P,P,P,L,P,P,WO,
EMP027,Arun Mehta,LINE 10,27-May-21,17,5,1,1,4,2,1,P,P,P,P,P,DP,WO,DP,OT1,Ab,Ab,H,P,WO,P,P,P,P,Ab,P,WO,P,L,P,WO,P,Ab,WO,P,P,P
EMP027,Arun Mehta,LINE 10,27-May-21,13,7,2,3,4,1,0,WO,P,P,WO,L,WO,P,P,H,P,WO,Ab,Ab,L,P,P,P,WO,Ab,P,P,P,H,P,WO,WO,Ab,DP,L,P,
EMP027,Arun Mehta,LINE 10,27-May-21,15,5,4,1,3,2,1,P,WO,P,H,H,P,P,P,WO,Ab,L,P,P,P,P,WO,H,DP,H,P,P,Ab,WO,DP,P,P,P,P,Ab,WO,OT1
EMP027,Arun Mehta,LINE 10,27-May-21,17,6,2,2,1,1,2,P,P,WO,L,P,WO,P,P,P,P,P,P,WO,DP,Ab,P,P,P,P,WO,WO,L,H,P,P,OT1,WO,P,OT1,H,P
EMP027,Arun Mehta,LINE 10,27-May-21,11,6,3,4,2,0,4,L,P,WO,H,P,OT1,P,L,P,WO,H,L,H,P,Ab,P,WO,P,P,OT1,WO,Ab,OT1,WO,P,P,WO,OT1,L,P,
EMP027,Arun Mehta,LINE 10,27-May-21,14,8,4,2,2,0,1,WO,P,P,WO,P,Ab,P,WO,P,L,P,L,Ab,H,WO,P,P,P,WO,P,P,WO,P,H,H,P,H,P,WO,WO,OT1
EMP027,Arun Mehta,LINE 10,27-May-21,12,9,0,2,2,3,2,P,DP,P,Ab,WO,Ab,P,OT1,P,P,OT1,WO,WO,P,DP,P,P,P,WO,P,P,WO,DP,WO,P,WO,WO,L,WO,L,
EMP027,Arun Mehta,LINE 10,27-May-21,18,8,1,2,2,0,0,Ab,WO,WO,P,WO,P,P,P,P,WO,WO,P,P,P,P,P,WO,H,L,P,P,P,P,WO,P,P,P,Ab,L,P,WO
EMP028,Vanitha Das,LINE 6,25-Mar-20,17,5,1,5,2,1,0,WO,L,P,P,P,L,P,WO,P,P,H,L,P,L,WO,DP,Ab,P,P,P,P,WO,L,P,P,P,P,P,WO,Ab,P
EMP028,Vanitha Das,LINE 6,25-Mar-20,16,6,0,2,0,2,2,OT1,P,P,P,WO,P,DP,P,P,DP,P,WO,L,WO,P,P,WO,P,WO,OT1,P,P,P,P,L,WO,P,P,,,
EMP028,Vanitha Das,LINE 6,25-Mar-20,18,7,1,1,2,1,1,P,Ab,DP,P,WO,P,P,P,P,P,P,WO,P,Ab,P,P,P,P,WO,WO,P,P,H,OT1,WO,WO,P,P,WO,L,P
EMP028,Vanitha Das,LINE 6,25-Mar-20,20,5,1,0,2,1,1,P,WO,P,OT1,P,P,P,P,WO,P,P,P,P,P,P,WO,P,P,Ab,P,P,P,WO,DP,P,P,Ab,P,H,WO,
EMP028,Vanitha Das,LINE 6,25-Mar-20,18,4,3,1,3,2,0,P,L,P,P,H,Ab,WO,P,P,Ab,P,DP,P,WO,P,H,DP,P,P,Ab,WO,P,P,P,P,P,P,WO,P,H,P
EMP028,Vanitha Das,LINE 6,25-Mar-20,13,4,4,2,2,3,2,H,OT1,H,WO,P,P,H,P,OT1,L,WO,P,P,P,DP,Ab,L,WO,P,Ab,DP,P,P,P,WO,P,H,DP,P,P,
EMP028,Vanitha Das,LINE 6,25-Mar-20,10,6,7,1,4,2,1,H,WO,P,P,Ab,DP,P,P,WO,H,P,P,OT1,Ab,WO,WO,P,P,Ab,H,H,H,WO,H,P,H,DP,L,Ab,WO,P
EMP028,Vanitha Das,LINE 6,25-Mar-20,19,5,1,1,3,2,0,P,P,DP,WO,Ab,WO,P,P,P,Ab,P,DP,WO,P,P,P,P,Ab,P,WO,P,L,P,P,P,P,WO,H,P,P,P
EMP028,Vanitha Das,LINE 6,25-Mar-20,22,5,0,1,1,1,0,DP,P,WO,L,P,P,P,P,P,WO,P,P,P,P,Ab,P,WO,P,P,P,P,P,P,WO,P,P,P,WO,P,P,
EMP028,Vanitha Das,LINE 6,25-Mar-20,19,6,1,2,3,0,0,WO,P,P,P,L,P,P,WO,Ab,P,P,P,P,Ab,WO,P,P,P,P,H,Ab,WO,P,P,P,WO,P,P,WO,P,L
EMP028,Vanitha Das,LINE 6,25-Mar-20,16,5,2,3,3,0,1,H,P,L,Ab,WO,P,Ab,Ab,P,P,P,WO,P,P,P,L,P,WO,WO,P,OT1,H,P,P,P,WO,L,P,P,P,
EMP028,Vanitha Das,LINE 6,25-Mar-20,16,5,2,3,2,0,3,P,L,WO,Ab,OT1,P,L,P,H,WO,L,H,P,P,OT1,P,WO,P,P,P,P,OT1,Ab,WO,P,P,P,P,P,P,WO
EMP029,Suresh Pillai,LINE 2,07-Apr-19,23,5,1,0,1,1,0,WO,P,P,P,P,P,P,WO,P,P,P,P,P,P,WO,P,P,P,H,P,P,WO,Ab,P,P,DP,P,P,WO,P,P
EMP029,Suresh Pillai,LINE 2,07-Apr-19,14,6,3,1,4,0,0,P,Ab,P,H,WO,P,L,P,P,WO,P,WO,P,Ab,P,H,P,P,WO,Ab,WO,P,H,Ab,P,WO,P,P,,,
EMP029,Suresh Pillai,LINE 2,07-Apr-19,14,5,3,1,5,1,2,H,OT1,P,H,WO,P,P,P,P,Ab,Ab,WO,Ab,OT1,Ab,P,H,Ab,WO,P,P,DP,P,P,P,WO,WO,P,P,P,L
EMP029,Suresh Pillai,LINE 2,07-Apr-19,13,8,3,3,2,0,1,WO,WO,H,P,WO,Ab,OT1,P,WO,L,P,L,P,P,P,WO,P,P,WO,Ab,L,P,WO,H,P,P,P,H,P,WO,
EMP029,Suresh Pillai,LINE 2,07-Apr-19,19,4,2,4,2,0,0,P,P,P,P,P,Ab,WO,Ab,P,L,P,P,L,WO,P,P,P,P,P,P,WO,H,P,H,P,P,P,WO,P,L,L
EMP029,Suresh Pillai,LINE 2,07-Apr-19,13,5,2,5,2,1,2,P,DP,P,WO,OT1,P,OT1,L,L,P,WO,H,P,WO,Ab,P,P,WO,L,P,P,P,L,L,WO,P,P,H,P,Ab,
EMP029,Suresh Pillai,LINE 2,07-Apr-19,19,5,2,2,2,0,1,P,WO,P,P,Ab,P,P,H,WO,P,P,P,P,P,P,WO,P,P,P,Ab,OT1,P,WO,P,H,L,P,P,P,WO,L
EMP029,Suresh Pillai,LINE 2,07-Apr-19,20,5,2,2,0,2,0,L,P,P,P,P,WO,P,P,P,DP,DP,P,WO,H,P,H,P,P,P,WO,P,P,P,P,P,WO,WO,P,P,L,P
EMP029,Suresh Pillai,LINE 2,07-Apr-19,16,5,0,1,7,1,0,P,P,WO,Ab,P,Ab,P,P,P,WO,WO,P,Ab,P,Ab,L,WO,P,P,P,P,DP,P,WO,P,P,Ab,Ab,Ab,P,
EMP029,Suresh Pillai,LINE 2,07-Apr-19,14,9,2,3,1,2,0,WO,P,P,P,WO,P,WO,WO,P,L,P,P,Ab,WO,WO,DP,L,H,P,P,DP,WO,P,WO,P,P,H,L,WO,P,P
EMP029,Suresh Pillai,LINE 2,07-Apr-19,18,7,0,3,0,1,1,P,DP,P,P,WO,OT1,P,P,P,P,WO,WO,P,L,P,L,WO,P,WO,P,P,P,P,L,P,WO,P,P,P,WO,
EMP029,Suresh Pillai,LINE 2,07-Apr-19,12,5,3,2,5,2,2,H,H,WO,P,P,OT1,P,P,DP,WO,Ab,P,P,Ab,Ab,L,WO,P,P,Ab,OT1,Ab,P,WO,L,P,P,DP,H,P,WO
EMP030,Meena Gupta,LINE 3,25-Oct-22,15,8,3,2,2,1,0,WO,P,DP,P,H,WO,P,WO,Ab,Ab,P,P,P,P,WO,P,L,P,P,H,H,WO,WO,P,P,P,L,WO,WO,P,P
EMP030,Meena Gupta,LINE 3,25-Oct-22,13,5,2,2,4,0,2,Ab,P,L,P,WO,P,Ab,WO,Ab,P,L,WO,Ab,P,H,P,P,OT1,WO,P,OT1,P,P,P,P,WO,P,H,,,
EMP030,Meena Gupta,LINE 3,25-Oct-22,20,4,0,4,2,0,1,P,Ab,L,P,WO,P,P,L,P,L,P,WO,P,P,P,P,Ab,P,WO,P,P,P,P,L,P,WO,P,P,P,P,OT1
EMP030,Meena Gupta,LINE 3,25-Oct-22,16,5,3,3,1,1,1,P,WO,P,L,P,P,DP,P,WO,P,P,P,P,L,H,WO,OT1,H,P,P,H,P,WO,L,P,P,P,P,Ab,WO,
EMP030,Meena Gupta,LINE 3,25-Oct-22,13,6,2,4,4,2,0,P,P,P,Ab,P,H,WO,Ab,L,WO,L,P,DP,WO,P,H,WO,DP,P,L,WO,P,P,Ab,P,Ab,L,WO,P,P,P
EMP030,Meena Gupta,LINE 3,25-Oct-22,18,5,0,3,2,2,0,P,P,P,WO,P,L,P,Ab,P,DP,WO,L,P,P,P,DP,P,WO,P,P,P,P,L,P,WO,P,P,Ab,WO,P,
EMP030,Meena Gupta,LINE 3,25-Oct-22,15,7,1,1,6,1,0,P,WO,P,P,Ab,P,Ab,Ab,WO,P,P,Ab,DP,P,WO,WO,P,P,Ab,WO,P,P,WO,H,P,L,P,Ab,P,WO,P
EMP030,Meena Gupta,LINE 3,25-Oct-22,20,4,2,1,3,0,1,P,P,P,P,P,WO,P,P,Ab,P,P,H,WO,Ab,Ab,L,P,P,P,WO,OT1,P,H,P,P,P,WO,P,P,P,P
EMP030,Meena Gupta,LINE 3,25-Oct-22,17,6,1,0,4,2,0,P,P,WO,P,DP,P,P,P,P,WO,Ab,DP,WO,P,P,P,WO,P,P,P,H,Ab,P,WO,WO,P,Ab,P,Ab,P,
EMP030,Meena Gupta,LINE 3,25-Oct-22,16,9,2,2,0,1,1,WO,L,P,P,P,P,WO,WO,P,WO,P,WO,P,P,WO,L,P,P,WO,P,P,WO,OT1,DP,H,H,P,P,WO,P,P
EMP030,Meena Gupta,LINE 3,25-Oct-22,17,4,0,1,3,3,2,Ab,P,DP,P,WO,P,P,P,Ab,P,P,WO,DP,P,P,OT1,P,P,WO,P,P,P,DP,OT1,P,WO,P,L,P,Ab,
EMP030,Meena Gupta,LINE 3,25-Oct-22,17,7,0,2,4,0,1,P,Ab,WO,WO,P,P,P,P,P,WO,P,L,P,P,P,P,WO,P,P,P,Ab,WO,P,WO,P,P,Ab,Ab,OT1,L,WO
EMP031,Geetha Verma,LINE 7,20-Feb-21,19,5,2,2,2,1,0,WO,P,P,P,P,P,L,WO,Ab,P,P,P,P,P,WO,P,P,P,P,P,P,WO,P,DP,Ab,P,L,H,WO,H,P
EMP031,Geetha Verma,LINE 7,20-Feb-21,15,4,0,3,3,1,2,P,P,P,Ab,WO,P,Ab,L,P,P,Ab,WO,P,P,P,P,L,L,WO,P,P,DP,OT1,P,OT1,WO,P,P,,,
EMP031,Geetha Verma,LINE 7,20-Feb-21,18,4,1,4,2,1,1,L,L,P,P,WO,P,OT1,P,Ab,P,P,WO,P,L,P,P,L,Ab,WO,P,P,P,DP,P,P,WO,P,P,P,P,H
EMP031,Geetha Verma,LINE 7,20-Feb-21,17,6,1,3,2,1,0,Ab,WO,P,P,H,P,P,P,WO,P,P,Ab,P,P,P,WO,L,L,L,WO,P,DP,WO,P,P,P,P,P,P,WO,
EMP031,Geetha Verma,LINE 7,20-Feb-21,19,5,0,1,3,1,2,P,P,Ab,P,P,P,WO,Ab,P,P,P,P,DP,WO,P,WO,P,P,Ab,L,WO,P,P,P,P,P,P,WO,OT1,OT1,P
EMP031,Geetha Verma,LINE 7,20-Feb-21,19,4,3,0,2,2,0,P,P,P,WO,H,Ab,P,P,P,P,WO,P,Ab,P,P,P,P,WO,H,DP,P,P,DP,P,WO,P,P,H,P,P,
EMP031,Geetha Verma,LINE 7,20-Feb-21,18,6,1,3,2,1,0,P,WO,P,P,WO,Ab,P,P,WO,P,L,P,L,DP,P,WO,Ab,P,H,L,P,P,WO,P,P,P,P,P,P,WO,P
EMP031,Geetha Verma,LINE 7,20-Feb-21,20,5,0,4,1,1,0,P,P,P,L,P,WO,DP,P,P,P,P,L,WO,P,P,WO,P,L,P,WO,P,P,P,P,L,Ab,WO,P,P,P,P
EMP031,Geetha Verma,LINE 7,20-Feb-21,17,4,0,2,5,0,2,P,P,WO,P,Ab,Ab,P,Ab,P,WO,L,P,P,P,L,P,WO,OT1,P,P,P,P,P,WO,P,P,P,Ab,OT1,Ab,
EMP031,Geetha Verma,LINE 7,20-Feb-21,17,6,1,2,4,1,0,WO,P,Ab,P,Ab,Ab,P,WO,P,P,P,L,H,P,WO,L,P,P,P,P,P,WO,WO,P,Ab,DP,P,P,WO,P,P
